,Planet Name,Full Phase Curve Noise Estimate 1.1-1.1566667um,Full Phase Curve Noise Estimate 1.1566667-1.2133333um,Full Phase Curve Noise Estimate 1.2133333-1.27um,Full Phase Curve Noise Estimate 1.27-1.3266667um,Full Phase Curve Noise Estimate 1.3266667-1.3833333um,Full Phase Curve Noise Estimate 1.3833333-1.44um,Full Phase Curve Noise Estimate 1.44-1.4966667um,Full Phase Curve Noise Estimate 1.4966667-1.5533333um,Full Phase Curve Noise Estimate 1.5533333-1.61um,Full Phase Curve Noise Estimate 1.61-1.6666667um,Full Phase Curve Noise Estimate 1.6666667-1.7233333um,Full Phase Curve Noise Estimate 1.7233333-1.78um,Full Phase Curve Noise Estimate 1.78-1.8366667um,Full Phase Curve Noise Estimate 1.8366667-1.8933333um,Full Phase Curve Noise Estimate 1.8933333-1.95um
232,K2-55b,3.0072176898867455e-05,3.076919306089929e-05,3.153570969775816e-05,3.2362691944364524e-05,3.3242944795364913e-05,3.417061995870784e-05,3.514113376825391e-05,3.615065215715959e-05,3.719589838910479e-05,3.827430255421123e-05,3.9383610032349964e-05,4.052179309979732e-05,4.168730206334722e-05,4.2878703928923105e-05,4.409463492938431e-05
233,WASP-166b,5.917901939881945e-06,6.160714805851304e-06,6.412907438712142e-06,6.673728834086579e-06,6.94255276010391e-06,7.218842650486224e-06,7.502182725169241e-06,7.792204968345091e-06,8.088573482050643e-06,8.391036222520797e-06,8.699355192151872e-06,9.013297901637859e-06,9.332701675164481e-06,9.657400657850863e-06,9.98722018705071e-06
234,HIP65Ab,1.8323059663004267e-05,1.8821192330103576e-05,1.9357864181940798e-05,1.9928443355991236e-05,2.0529212945425605e-05,2.115712569436209e-05,2.180979497556296e-05,2.2485206337928378e-05,2.3181619743632525e-05,2.3897678869929864e-05,2.4632179711781525e-05,2.538402439522322e-05,2.615238544924714e-05,2.6936485355391936e-05,2.7735570866460085e-05
235,WASP-101b,1.108336173203783e-05,1.1562083304438514e-05,1.2057791616430682e-05,1.2569241433945833e-05,1.3095385215926373e-05,1.3635316300829487e-05,1.4188334448613684e-05,1.4753813066053267e-05,1.533117321176212e-05,1.591998437288183e-05,1.651983441748586e-05,1.713031493475691e-05,1.7751144644687483e-05,1.8382031793767717e-05,1.902266415044896e-05
236,WASP-5b,3.4716276916764975e-05,3.60503392793444e-05,3.74419755542799e-05,3.888611058731691e-05,4.037855156461757e-05,4.191574428076752e-05,4.3494925537419756e-05,4.5113677750830284e-05,4.676982326450852e-05,4.846171223527341e-05,5.0187809700240917e-05,5.194663989681632e-05,5.373715194391412e-05,5.555829462144315e-05,5.7408981057746715e-05
237,XO-3b,1.1687607085808983e-05,1.2195933046324462e-05,1.2722094314376341e-05,1.3264800139732061e-05,1.3822963266958129e-05,1.4395641252492792e-05,1.4982106586958269e-05,1.5581707225674943e-05,1.6193839632465272e-05,1.681805559908905e-05,1.74539251931164e-05,1.8101021482021445e-05,1.875905109953575e-05,1.942770899948763e-05,2.0106667979069932e-05
238,K2-121b,2.1456909901254856e-05,2.200654496852971e-05,2.2602992308846758e-05,2.324044072155215e-05,2.391424140974524e-05,2.462059649034665e-05,2.535653034076673e-05,2.611954067495739e-05,2.6907475509296484e-05,2.7718653035767946e-05,2.855158754132833e-05,2.940493193029267e-05,3.027766500588676e-05,3.11688335328413e-05,3.207752073023848e-05
239,WASP-165b,2.9110736234371385e-05,3.02055485867398e-05,3.134937918535308e-05,3.2537783827147655e-05,3.376710074079599e-05,3.503423543011703e-05,3.633677995333835e-05,3.7672634562897834e-05,3.903991513619748e-05,4.043719026549359e-05,4.186313394238393e-05,4.331647728026422e-05,4.479631203587606e-05,4.630173475420127e-05,4.783181650151971e-05
240,K2-25b,3.384504616090648e-05,3.3875223545082026e-05,3.403838947033914e-05,3.431190471218462e-05,3.4678298759235534e-05,3.5123840721363785e-05,3.5637824467439217e-05,3.6211592068204295e-05,3.683802493966731e-05,3.751146222337102e-05,3.822713883241558e-05,3.898097382109608e-05,3.976971701433965e-05,4.05905242946611e-05,4.144085719202575e-05
241,LTT3780c,6.455304773442653e-06,6.4824594318173615e-06,6.533105757946283e-06,6.603356290436687e-06,6.690199133150151e-06,6.791257404036713e-06,6.904675222345127e-06,7.028945833500639e-06,7.162824962409088e-06,7.305323743979717e-06,7.4556060320092395e-06,7.612951944151889e-06,7.776790135459207e-06,7.946617748326518e-06,8.12198288210453e-06
242,HAT-P-9b,2.3635604056763844e-05,2.465209154698001e-05,2.5704902918054668e-05,2.679135428456314e-05,2.7909189664920464e-05,2.9056458263992316e-05,3.023165296574443e-05,3.143342649492316e-05,3.2660535402693537e-05,3.391205428256535e-05,3.518709832880368e-05,3.648479184117769e-05,3.780453086021474e-05,3.9145689895434955e-05,4.05076004971175e-05
243,HAT-P-28b,3.163620720918428e-05,3.284686084424977e-05,3.411013444741859e-05,3.542136370302939e-05,3.677669724728672e-05,3.8172872311436286e-05,3.9607351819802995e-05,4.107791749506508e-05,4.2582572723324224e-05,4.411980399333907e-05,4.568820438187869e-05,4.7286422482023935e-05,4.891349498394063e-05,5.056845933324317e-05,5.2250321414541415e-05
244,HAT-P-49b,1.4300756124691915e-05,1.4954491698289519e-05,1.562941662385402e-05,1.6324143113564766e-05,1.703748988287755e-05,1.7768420765156407e-05,1.851613914868493e-05,1.927992190064072e-05,2.0059090263074452e-05,2.0853145351929388e-05,2.1661601091952025e-05,2.2483967080419493e-05,2.3319912168953237e-05,2.4169085398876452e-05,2.503110379646918e-05
245,K2-266d,7.017948999934288e-06,7.179045324156919e-06,7.356447471802337e-06,7.5480272568695235e-06,7.752090550962998e-06,7.96726093188746e-06,8.192459593419309e-06,8.42678457200415e-06,8.669465435284677e-06,8.919897762405168e-06,9.177551603359886e-06,9.441950676545808e-06,9.712730729563e-06,9.989555214620312e-06,1.0272104136322142e-05
246,WASP-98b,3.6062659603024396e-05,3.7380363604527487e-05,3.8760049886154664e-05,4.019589732886899e-05,4.168312555996213e-05,4.32177102358244e-05,4.4796516532286035e-05,4.641682217031705e-05,4.807619610229239e-05,4.977278507288569e-05,5.150488150928028e-05,5.327086104489554e-05,5.506955342876479e-05,5.689980275984069e-05,5.876042888478284e-05
247,WASP-85Ab,1.3260285002459235e-05,1.3810010670547984e-05,1.4380608506768502e-05,1.4970435161135047e-05,1.557811804440312e-05,1.6202478862744883e-05,1.6842605124333284e-05,1.7497687503137914e-05,1.816698559225852e-05,1.8849944767575813e-05,1.954603994991288e-05,2.0254756801020977e-05,2.0975736522037693e-05,2.1708612095725647e-05,2.245299580698349e-05
248,WASP-157b,2.313856826803161e-05,2.4052438141385975e-05,2.5003952440352245e-05,2.5989917133390816e-05,2.700768382110805e-05,2.805499799189842e-05,2.913010909947317e-05,3.0231478542319868e-05,3.1357713152541935e-05,3.250776143211623e-05,3.3680639337538636e-05,3.4875394750431786e-05,3.6091354395716424e-05,3.73278396527107e-05,3.858414366991841e-05
249,HAT-P-6b,1.2695196927087399e-05,1.3257946880499264e-05,1.3839845573481181e-05,1.443955696011229e-05,1.5055951376038629e-05,1.5688045402790302e-05,1.633508100712811e-05,1.6996375639475384e-05,1.7671294294696737e-05,1.83593671732721e-05,1.9060141050442746e-05,1.9773163221520516e-05,2.049812461148754e-05,2.1234701572527595e-05,2.1982544718184737e-05
250,WASP-153b,2.8503390243289667e-05,2.9645232773073902e-05,3.083299524535309e-05,3.2062862033835114e-05,3.333166293844015e-05,3.463669296767953e-05,3.5975853297068685e-05,3.734729456423558e-05,3.8749337405742564e-05,4.018071696813267e-05,4.1640245719226454e-05,4.312677067472508e-05,4.463947962145018e-05,4.617755050593764e-05,4.774012365034496e-05
251,HAT-P-31b,1.6293404659042675e-05,1.6963621918078292e-05,1.765961994448379e-05,1.8379342944491444e-05,1.912107599028515e-05,1.9883349026783264e-05,2.0665023089781436e-05,2.1465089556745946e-05,2.228262731388341e-05,2.3116945481138992e-05,2.3967391269365194e-05,2.4833326572271484e-05,2.5714305227191335e-05,2.6609871988757427e-05,2.7519547071896267e-05
252,TOI-216.02,9.877725368371473e-06,1.0196381856385955e-05,1.053357987318805e-05,1.0887345181809787e-05,1.1256075389117689e-05,1.163843961090459e-05,1.2033397747055171e-05,1.244005962780137e-05,1.2857643692197e-05,1.3285547083632136e-05,1.372322481359283e-05,1.417016940180795e-05,1.4626006693740573e-05,1.5090376358222507e-05,1.5562919956347375e-05
253,WASP-47b,1.8135371395935875e-05,1.881394961293856e-05,1.952317574344885e-05,2.0260253219091897e-05,2.1022879223970928e-05,2.1809109053732872e-05,2.2617429162117936e-05,2.3446520723264166e-05,2.429520137695639e-05,2.5162572295282023e-05,2.6047801651868734e-05,2.6950094310244165e-05,2.7868880455679608e-05,2.880359400427151e-05,2.9753653649659733e-05
254,HD63433b,1.4911596243366959e-06,1.5483187057157694e-06,1.6079550881947551e-06,1.6698496677635409e-06,1.733821490161789e-06,1.7997172185068862e-06,1.8674176290479713e-06,1.9368184516334294e-06,2.0078258069050897e-06,2.0803685462579428e-06,2.1543805091058457e-06,2.2297981219189398e-06,2.3065760867009604e-06,2.3846691209215376e-06,2.464030436885739e-06
255,Kepler-435b,2.1290579777066076e-05,2.218024241183715e-05,2.3103241216147648e-05,2.4056985912640287e-05,2.50393101714146e-05,2.604835152215579e-05,2.708266833624815e-05,2.814097989944074e-05,2.9222112418275453e-05,3.0325187808944684e-05,3.144937305919403e-05,3.259385043603594e-05,3.3758050850517025e-05,3.4941390672620105e-05,3.61432518561069e-05
256,WASP-56b,2.171202069111898e-05,2.2528757723745255e-05,2.3382048942510313e-05,2.4268581113745542e-05,2.5185624248727478e-05,2.6130871213447286e-05,2.710252675726063e-05,2.8099025353319182e-05,2.9118962186739617e-05,3.0161270019116636e-05,3.122496015414371e-05,3.230908644233842e-05,3.3412971683849855e-05,3.453594221146348e-05,3.5677305321267595e-05
257,WASP-42b,1.6591182276286896e-05,1.7155668203342136e-05,1.7750154878194238e-05,1.837160024988183e-05,1.9017523979210753e-05,1.9685855186706964e-05,2.0374977339937016e-05,2.1083499116590822e-05,2.18101908702579e-05,2.2554108361694168e-05,2.331439165957978e-05,2.409023329604136e-05,2.4881043267475633e-05,2.5686247725998167e-05,2.6505269926113597e-05
258,GJ1214b,2.4372446206403904e-05,2.4203327931780436e-05,2.414836609852952e-05,2.4186979005473337e-05,2.4303424731051007e-05,2.4485441505653536e-05,2.47235051301715e-05,2.5009978646219395e-05,2.5338640562808576e-05,2.570454202913962e-05,2.6103556088125967e-05,2.6532186286144672e-05,2.6987631305670586e-05,2.7467468179809892e-05,2.7969563966792696e-05
259,TOI-150.01,1.2723572320133554e-05,1.3263099723691212e-05,1.3822359040104418e-05,1.4399855146912477e-05,1.4994334483416554e-05,1.5604716213536918e-05,1.623016451476817e-05,1.6869934547902258e-05,1.752334127410655e-05,1.8189873550150636e-05,1.8869044570586806e-05,1.9560374499518787e-05,2.0263530907783592e-05,2.0978171194989365e-05,2.1703930887941755e-05
260,TOI-451c,7.73718416737971e-06,8.025000966275075e-06,8.325947668931378e-06,8.638817459358076e-06,8.9626172739177e-06,9.296509144352093e-06,9.639840742564133e-06,9.992044150369672e-06,1.0352610718115e-05,1.0721153497370462e-05,1.1097314781782772e-05,1.1480753059282737e-05,1.1871223266545882e-05,1.2268482298222598e-05,1.2672280872823546e-05
261,TOI-2076d,1.7268969002148998e-06,1.785431904343809e-06,1.8470978301876811e-06,1.9115760427864592e-06,1.9786068311670763e-06,2.047973442970293e-06,2.119506665330787e-06,2.193060921084109e-06,2.268507613045221e-06,2.3457479585083823e-06,2.4246920445217352e-06,2.5052554962005294e-06,2.587376620697853e-06,2.6709954587132544e-06,2.756051794144297e-06
262,TOI-1266c,6.586282116675167e-06,6.652011290852125e-06,6.738652093232128e-06,6.842935341093716e-06,6.96230945896041e-06,7.094745316781469e-06,7.238655328498256e-06,7.39274082295939e-06,7.55592023578155e-06,7.727335735340027e-06,7.90625549783508e-06,8.092042817567557e-06,8.284196291935816e-06,8.482269461393302e-06,8.685855554483798e-06
263,Qatar-10b,4.794817735850488e-05,4.9939846167815094e-05,5.2006888610145654e-05,5.414338939759562e-05,5.634440627199331e-05,5.8605695011600814e-05,6.0923969205662313e-05,6.329631284493642e-05,6.572005704267347e-05,6.819320324748356e-05,7.071385842088038e-05,7.328016726639025e-05,7.589083629789328e-05,7.854454156214144e-05,8.123988360431566e-05
264,TOI-270d,5.9839559630518065e-06,6.0346151727576364e-06,6.104971490486955e-06,6.191896023386708e-06,6.292951544740331e-06,6.406203911443436e-06,6.530140578363486e-06,6.663526815913746e-06,6.805336720098828e-06,6.954756072300834e-06,7.1110919733828e-06,7.273743346986806e-06,7.442235763990256e-06,7.616148160921867e-06,7.795098380816163e-06
265,WASP-72b,1.979563996182771e-05,2.063441028853242e-05,2.150389517911036e-05,2.2401764233737208e-05,2.332606382825414e-05,2.4275109780599996e-05,2.524759962837201e-05,2.6242372880139787e-05,2.7258362413207828e-05,2.829477188295248e-05,2.935084301934787e-05,3.0425828570037347e-05,3.151921071677876e-05,3.263045593620703e-05,3.375899678013319e-05
266,WASP-91b,1.9901915381657092e-05,2.052122185526431e-05,2.1178827775784962e-05,2.1870532332070293e-05,2.2592935346109952e-05,2.3343221714015647e-05,2.4119190011653507e-05,2.4918962554881867e-05,2.5740897331379833e-05,2.658372440207133e-05,2.7446300852813315e-05,2.832756784775565e-05,2.922674047221096e-05,3.0143067345303158e-05,3.107580577135415e-05
267,Kepler-7b,3.1991705788217406e-05,3.327772264269713e-05,3.461515712739786e-05,3.599975898298602e-05,3.7427995111955503e-05,3.8896849124181844e-05,4.0403981002146174e-05,4.194732755975829e-05,4.352501392415232e-05,4.513562872841293e-05,4.677784581775765e-05,4.8450376511024336e-05,5.015231386423798e-05,5.1882739001021864e-05,5.364069003848218e-05
268,WASP-28b,2.4646894003429206e-05,2.5674991926680837e-05,2.67417262602044e-05,2.7844085996091517e-05,2.8979553673516108e-05,3.0145965671479382e-05,3.134164707482751e-05,3.2565110463665176e-05,3.3814993153441456e-05,3.509027544836752e-05,3.638999043710896e-05,3.771318940153301e-05,3.9059211743647606e-05,4.042738037802228e-05,4.1816978681983695e-05
269,WASP-131b,8.368299772280275e-06,8.710484621070485e-06,9.065963627699976e-06,9.433666579036742e-06,9.812701543435086e-06,1.0202304766522184e-05,1.0601884306768642e-05,1.1010916571111206e-05,1.1428924019820079e-05,1.185554812978769e-05,1.2290450642653879e-05,1.2733301423270483e-05,1.3183869244320016e-05,1.3641918611352182e-05,1.410720177558299e-05
270,HAT-P-20b,1.3113799546947364e-05,1.3471155070366231e-05,1.38560521175824e-05,1.4265185123630484e-05,1.4695901141599123e-05,1.514602486628067e-05,1.5613852617321015e-05,1.6097946164249903e-05,1.6597062965773187e-05,1.7110234596211296e-05,1.7636601209240895e-05,1.817537856482109e-05,1.8725975724322063e-05,1.928783726750171e-05,1.986042494735735e-05
271,WASP-35b,1.5396445035211932e-05,1.6021667316898494e-05,1.6671464139965557e-05,1.7343835530776527e-05,1.803711645569142e-05,1.8749882904733793e-05,1.9481030782093168e-05,2.022958476967231e-05,2.0994656668322365e-05,2.1775578908717256e-05,2.257172271474022e-05,2.3382475507704786e-05,2.4207407387851007e-05,2.5046081459369944e-05,2.5898039030339773e-05
272,WASP-20b,1.0367783570456267e-05,1.078507902509416e-05,1.1219023338834407e-05,1.1668242926543184e-05,1.2131595760592131e-05,1.2608106623248596e-05,1.3097019022866502e-05,1.3597665808421384e-05,1.4109440562029425e-05,1.4631886872452209e-05,1.5164575757607612e-05,1.5707090225500835e-05,1.6259136909136512e-05,1.682041846930898e-05,1.739062353722724e-05
273,WASP-158b,2.7034747420361865e-05,2.8197420584455905e-05,2.9401641531377004e-05,3.064434039397104e-05,3.192293674771459e-05,3.323519924478176e-05,3.45794040239494e-05,3.5954010052202196e-05,3.735759505469146e-05,3.878910053802462e-05,4.024751444854301e-05,4.1731835147595926e-05,4.32413718175611e-05,4.4775409013337316e-05,4.633318215241916e-05
274,LP714-47b,1.2075886170694112e-05,1.2286960791700085e-05,1.2530042150408325e-05,1.2800571799328316e-05,1.309495365086062e-05,1.3410294953235263e-05,1.3744328758782316e-05,1.409517913146147e-05,1.446126285937381e-05,1.4841330447959766e-05,1.5234300657507825e-05,1.5639216748446286e-05,1.6055336129118315e-05,1.648198483792549e-05,1.6918534990342652e-05
275,HIP67522b,5.569741371439266e-06,5.78266077649724e-06,6.004851090335863e-06,6.235489381829089e-06,6.473896239804233e-06,6.719496173770431e-06,6.971841671818812e-06,7.230541519154889e-06,7.495243660306502e-06,7.765681186902254e-06,8.041606040333153e-06,8.32278000554559e-06,8.609033234767601e-06,8.900196060438327e-06,9.196093299623564e-06
276,TOI-1859b,2.997771237310657e-06,3.1265266474572875e-06,3.2598929525967785e-06,3.3975286545836354e-06,3.5391467709290153e-06,3.6844992100314287e-06,3.833394287391745e-06,3.9856606988815785e-06,4.141140393956538e-06,4.299715718618123e-06,4.46127422237026e-06,4.625704654615993e-06,4.7929302547306745e-06,4.962871562177076e-06,5.1354436951031066e-06
277,EPIC246851721b,1.350142154054892e-05,1.406926995187207e-05,1.4658168507048063e-05,1.5266499463988217e-05,1.5892908372618034e-05,1.65362293016117e-05,1.719556014214942e-05,1.7870098391123055e-05,1.8559107421972176e-05,1.9262036802419903e-05,1.9978363460869333e-05,2.070757299908188e-05,2.144930813695351e-05,2.2203201677254098e-05,2.296886398487662e-05
278,WASP-26b,1.7934280290252787e-05,1.8668126172643905e-05,1.943044986325798e-05,2.021896131773971e-05,2.103175177547474e-05,2.186718657879556e-05,2.272399884916166e-05,2.3601067839524376e-05,2.4497371226461534e-05,2.5412141563429195e-05,2.634465466029409e-05,2.7294203592049235e-05,2.8260293324543468e-05,2.9242419580342125e-05,3.0240051733196776e-05
279,Qatar-9b,5.598496595857491e-05,5.7290070165553376e-05,5.872415168136627e-05,6.0270484112222495e-05,6.191574403937765e-05,6.364909894131829e-05,6.546205880509666e-05,6.734752006753154e-05,6.929940976815528e-05,7.131296580183038e-05,7.338400879462155e-05,7.550877836993494e-05,7.768440185533842e-05,7.990822159702779e-05,8.217770693116651e-05
280,HATS-26b,3.2479714148207806e-05,3.3817089806066146e-05,3.520582277443962e-05,3.6641824403568534e-05,3.812168342685194e-05,3.964247513134915e-05,4.120193365150819e-05,4.2798052025866016e-05,4.442899700699115e-05,4.609339379721819e-05,4.778994306960217e-05,4.951737438383931e-05,5.12747997118138e-05,5.306131265820167e-05,5.4875957679828965e-05
281,KELT-9b,5.574448949729409e-06,5.892857072187266e-06,6.219027602243927e-06,6.552687228813435e-06,6.893583935345234e-06,7.241477091336272e-06,7.596186794297514e-06,7.957534826848472e-06,8.325338561617681e-06,8.699471648927212e-06,9.079798674553483e-06,9.466170521617087e-06,9.858495193191199e-06,1.0256664505447298e-05,1.0660550040713786e-05
282,WASP-104b,2.3952493172540122e-05,2.482811710316623e-05,2.5744895145009385e-05,2.6698964439655963e-05,2.7687152594530996e-05,2.870678877734686e-05,2.975579253657532e-05,3.0832357090873905e-05,3.193486882690188e-05,3.30620977088132e-05,3.421291029571006e-05,3.5386228274936785e-05,3.6581274872190656e-05,3.779728275196684e-05,3.903346839056354e-05
283,KELT-23Ab,1.25082315439258e-05,1.3007932739188752e-05,1.352782334750613e-05,1.4066218851759937e-05,1.462172023442829e-05,1.519313432381511e-05,1.577953519668093e-05,1.638010738853994e-05,1.6994110813327885e-05,1.762098782672991e-05,1.8260215205986195e-05,1.8911285295289436e-05,1.9573840211207105e-05,2.024751802889547e-05,2.093194055505079e-05
284,HATS-2b,5.5268140519297255e-05,5.716301746740751e-05,5.915729059896011e-05,6.12409574223275e-05,6.340585663103873e-05,6.564516865226388e-05,6.795357114459663e-05,7.032647923382765e-05,7.275983666577621e-05,7.525053086881504e-05,7.779572391992271e-05,8.039274758711331e-05,8.303965496010688e-05,8.573454953732434e-05,8.84755222253775e-05
285,WASP-69b,6.4890707257989755e-06,6.6744279711827405e-06,6.8730084541865095e-06,7.083270328283594e-06,7.303972751924147e-06,7.534095110871521e-06,7.772838400595425e-06,8.019525872839119e-06,8.273570575145367e-06,8.53451614286323e-06,8.801955617708096e-06,9.075515950654607e-06,9.354917504174497e-06,9.639895895689468e-06,9.930193265711597e-06
286,CoRoT-19b,3.4464308910100835e-05,3.5887905052587234e-05,3.736588093043134e-05,3.889392948076548e-05,4.046845538862706e-05,4.2086374349207e-05,4.374529730279651e-05,4.5443106838362123e-05,4.717786744535568e-05,4.8948128394517226e-05,5.075251750246016e-05,5.258969196157398e-05,5.4458714031992196e-05,5.635862561199024e-05,5.828841568235072e-05
