,Planet Name,Full Phase Curve Noise Estimate 1.1-1.1425um,Full Phase Curve Noise Estimate 1.1425-1.185um,Full Phase Curve Noise Estimate 1.185-1.2275um,Full Phase Curve Noise Estimate 1.2275-1.27um,Full Phase Curve Noise Estimate 1.27-1.3125um,Full Phase Curve Noise Estimate 1.3125-1.355um,Full Phase Curve Noise Estimate 1.355-1.3975um,Full Phase Curve Noise Estimate 1.3975-1.44um,Full Phase Curve Noise Estimate 1.44-1.4825um,Full Phase Curve Noise Estimate 1.4825-1.525um,Full Phase Curve Noise Estimate 1.525-1.5675um,Full Phase Curve Noise Estimate 1.5675-1.61um,Full Phase Curve Noise Estimate 1.61-1.6525um,Full Phase Curve Noise Estimate 1.6525-1.695um,Full Phase Curve Noise Estimate 1.695-1.7375um,Full Phase Curve Noise Estimate 1.7375-1.78um,Full Phase Curve Noise Estimate 1.78-1.8225um,Full Phase Curve Noise Estimate 1.8225-1.865um,Full Phase Curve Noise Estimate 1.865-1.9075um,Full Phase Curve Noise Estimate 1.9075-1.95um
227,HAT-P-1b,1.1069873720688474e-05,1.1404621028862675e-05,1.174972382650103e-05,1.2104489782588759e-05,1.246832883723376e-05,1.2840733907768658e-05,1.3221265840233962e-05,1.3609541555271164e-05,1.40052246239867e-05,1.4408017711117104e-05,1.4817656466738454e-05,1.5233904551636721e-05,1.5656549557274193e-05,1.6085399637199072e-05,1.652028070839122e-05,1.6961034112332156e-05,1.740751464931934e-05,1.7859588917677475e-05,1.8317133903491544e-05,1.8780035777321847e-05
228,WASP-16b,1.7211579317520243e-05,1.7704338731838828e-05,1.821384778919207e-05,1.8738899813948564e-05,1.927847038194051e-05,1.9831682533139646e-05,2.0397779705595378e-05,2.0976104465047178e-05,2.1566081633083793e-05,2.216720478790232e-05,2.2779025375826823e-05,2.3401143861938416e-05,2.4033202486689517e-05,2.4674879297316695e-05,2.5325883198645748e-05,2.5985949824722945e-05,2.665483807572935e-05,2.7332327197452975e-05,2.8018214305836977e-05,2.8712312278669075e-05
229,K2-261b,7.368828367044966e-06,7.570630358574065e-06,7.77984049544587e-06,7.995895939383122e-06,8.218320181207919e-06,8.446706423381355e-06,8.680704674573957e-06,8.920011625431123e-06,9.164362631423713e-06,9.413525308645386e-06,9.667294376239857e-06,9.925487471031073e-06,1.018794172674426e-05,1.0454510959300754e-05,1.0725063336109926e-05,1.0999479434576203e-05,1.1277650615670438e-05,1.1559477654132204e-05,1.1844869578943861e-05,1.213374268705596e-05
230,GJ3470b,1.1770793922126545e-05,1.1866826284308138e-05,1.1984416500391915e-05,1.2120913195853267e-05,1.2274136033109864e-05,1.2442275795857688e-05,1.2623818666859797e-05,1.2817488182151562e-05,1.3022200263105042e-05,1.3237028037167889e-05,1.3461174064824654e-05,1.3693948226764106e-05,1.3934749977607646e-05,1.418305399788338e-05,1.4438398512487986e-05,1.4700375717658377e-05,1.4968623887387312e-05,1.5242820826710896e-05,1.5522678412155376e-05,1.5807938015083816e-05
231,HAT-P-15b,1.0257072270776007e-05,1.0542292344870339e-05,1.0837709386177341e-05,1.1142562175873444e-05,1.1456205661932763e-05,1.1778088660712123e-05,1.2107736528933335e-05,1.2444737561972167e-05,1.2788732216916174e-05,1.3139404499147846e-05,1.3496475021979596e-05,1.3859695371703495e-05,1.4228843499785186e-05,1.4603719929631227e-05,1.4984144614149138e-05,1.5369954316881386e-05,1.5761000417143662e-05,1.615714706067023e-05,1.6558269593464773e-05,1.6964253229085696e-05
232,K2-55b,3.462919752990596e-05,3.5216807117315294e-05,3.585210728654932e-05,3.653009874887815e-05,3.724662384449412e-05,3.799819491117408e-05,3.878186282867762e-05,3.959511524037937e-05,4.043579695964288e-05,4.1302047144161105e-05,4.2192249274853165e-05,4.310499100671932e-05,4.403903169903426e-05,4.499327596943666e-05,4.596675201058244e-05,4.695859370001294e-05,4.7968025752257225e-05,4.899435132690332e-05,5.0036941631675126e-05,5.109522715559152e-05
233,WASP-166b,6.799554954712794e-06,7.007729112815886e-06,7.222208512452711e-06,7.442579318639725e-06,7.668488486049679e-06,7.899632323844224e-06,8.13574757138543e-06,8.376604364341008e-06,8.622000639597734e-06,8.871757646404774e-06,9.125716316099835e-06,9.383734304106088e-06,9.645683562680194e-06,9.911448335939907e-06,1.0180923493327056e-05,1.0454013136176522e-05,1.0730629426108145e-05,1.1010691594695063e-05,1.1294125102138457e-05,1.158086091909955e-05
234,HIP65Ab,2.1089029742225763e-05,2.151159252805047e-05,2.1960492712711346e-05,2.2433170623796786e-05,2.292748783743256e-05,2.3441642577294222e-05,2.397410466512953e-05,2.452356497168052e-05,2.5088895748190124e-05,2.5669119211253656e-05,2.6263382451562718e-05,2.6870937233894587e-05,2.7491123613631072e-05,2.812335655581995e-05,2.8767114934708012e-05,2.942193243430128e-05,3.0087389977494113e-05,3.076310939223626e-05,3.14487480849389e-05,3.214399453875766e-05
235,WASP-101b,1.2731195060783761e-05,1.3141972345477703e-05,1.3564136974858909e-05,1.3997002843432114e-05,1.4439981964224345e-05,1.4892566258574982e-05,1.5354313306206454e-05,1.582483508470891e-05,1.6303788989979737e-05,1.679087061455237e-05,1.7285807893397104e-05,1.7788356322803833e-05,1.829829502824771e-05,1.8815423509112828e-05,1.9339558926962864e-05,1.9870533833285185e-05,2.0408194254860307e-05,2.0952398071927243e-05,2.150301363745898e-05,2.205991859607577e-05
236,WASP-5b,3.990109930004402e-05,4.104344899143713e-05,4.222462888880012e-05,4.3441841591423646e-05,4.469271220681874e-05,4.5975207704284096e-05,4.7287574168449144e-05,4.862828748875849e-05,4.999601424597855e-05,5.138958041730336e-05,5.280794613390768e-05,5.425018516571247e-05,5.571546812925614e-05,5.720304865089414e-05,5.87122518932256e-05,6.0242464984417144e-05,6.179312898983305e-05,6.336373214146111e-05,6.495380409914554e-05,6.656291106295222e-05
237,XO-3b,1.342478507711157e-05,1.3861011638823646e-05,1.4309189839191155e-05,1.4768608497016041e-05,1.5238657726379895e-05,1.5718810174112406e-05,1.6208606331999387e-05,1.6707642925944282e-05,1.72155636537085e-05,1.773205173327077e-05,1.825682386013578e-05,1.8789625270619646e-05,1.9330225680409086e-05,1.9878415921144485e-05,2.0434005137707542e-05,2.0996818438981467e-05,2.156669491772908e-05,2.214348597275695e-05,2.272705388007005e-05,2.3317270570242542e-05
238,K2-121b,2.470082204167752e-05,2.5166065903630768e-05,2.5663353521328274e-05,2.6189471929609916e-05,2.6741741826171895e-05,2.7317909736694342e-05,2.791606522815572e-05,2.8534576669773147e-05,2.917204089064764e-05,2.9827243363717763e-05,3.0499126444407347e-05,3.118676383129667e-05,3.1889339875824105e-05,3.260613270241636e-05,3.333650034626326e-05,3.407986929841404e-05,3.483572498457766e-05,3.560360380730173e-05,3.6383086459912025e-05,3.7173792281014325e-05
239,WASP-165b,3.346175877599954e-05,3.4398828863161034e-05,3.536899288771712e-05,3.636980093610665e-05,3.7399176062339016e-05,3.845534279121208e-05,3.9536771542321265e-05,4.0642134993344744e-05,4.1770273496518627e-05,4.2920167430873876e-05,4.4090914919227076e-05,4.528171373206929e-05,4.649184648660015e-05,4.77206684595405e-05,4.896759748863171e-05,5.023210555486323e-05,5.1513711726069376e-05,5.281197621007477e-05,5.4126495317485686e-05,5.54568971744021e-05
240,K2-25b,3.908547338341061e-05,3.9080012314882084e-05,3.916739234771188e-05,3.933497692072376e-05,3.9572470419146846e-05,3.9871404895463455e-05,4.022475473157342e-05,4.0626643866388144e-05,4.1072120878307115e-05,4.155698441591104e-05,4.2077646410127814e-05,4.263102393642832e-05,4.3214453015988386e-05,4.382561937094318e-05,4.446250239409197e-05,4.512332950130912e-05,4.580653870355978e-05,4.651074773249496e-05,4.723472842645671e-05,4.7977385365734256e-05
241,LTT3780c,7.451598191180851e-06,7.469556164446428e-06,7.503879749659835e-06,7.552402109592827e-06,7.613352932508553e-06,7.685272342937918e-06,7.766946086083963e-06,7.857356149451967e-06,7.955642732389212e-06,8.061074657999099e-06,8.173026136061639e-06,8.290958353368062e-06,8.414404768975784e-06,8.542959278671558e-06,8.676266620305494e-06,8.814014543200815e-06,8.95592737669476e-06,9.101760716189475e-06,9.251297007717443e-06,9.4043418594825e-06
242,HAT-P-9b,2.7150276780486354e-05,2.802243667033891e-05,2.8918952650533376e-05,2.9838345934229367e-05,3.0779349734125725e-05,3.1740869868726906e-05,3.272195394311477e-05,3.372176700069596e-05,3.47395721112943e-05,3.577471476279706e-05,3.682661021101279e-05,3.7894733150446684e-05,3.897860922095646e-05,4.0077807977812954e-05,4.119193703673194e-05,4.232063716874107e-05,4.346357816785352e-05,4.462045535135165e-05,4.579098658092499e-05,4.69749097150041e-05
243,HAT-P-28b,3.636174110178001e-05,3.7398330219649487e-05,3.847041553299404e-05,3.957542603685179e-05,4.071117965141126e-05,4.187580892285136e-05,4.3067703225865776e-05,4.428546335030866e-05,4.5527865484981046e-05,4.679383240552528e-05,4.8082410238212126e-05,4.9392749578079895e-05,5.072409003602577e-05,5.207574750735584e-05,5.344710361625809e-05,5.483759691212722e-05,5.6246715485594806e-05,5.767399074222985e-05,5.9118992125797585e-05,6.058132262471367e-05
244,HAT-P-49b,1.6421886929057573e-05,1.6983301326438268e-05,1.7558875248241105e-05,1.8147844008520768e-05,1.8749548337739648e-05,1.936341516218036e-05,1.9988942512844517e-05,2.0625687561455832e-05,2.1273257049769766e-05,2.1931299568768728e-05,2.2599499280956644e-05,2.3277570778170056e-05,2.3965254840142778e-05,2.4662314913047782e-05,2.536853416766114e-05,2.608371302731415e-05,2.6807667079057326e-05,2.7540225299307707e-05,2.8281228539066817e-05,2.903052822455361e-05
245,K2-266d,8.08164932679871e-06,8.21740210504248e-06,8.364346220094803e-06,8.521303987740747e-06,8.68729622217566e-06,8.861501723406053e-06,9.043226254501257e-06,9.231878527318681e-06,9.426951426215069e-06,9.628007190026237e-06,9.834665616146435e-06,1.0046594594152464e-05,1.0263502451263394e-05,1.0485131718830074e-05,1.0711254022136318e-05,1.094166586474821e-05,1.117618513020855e-05,1.1414648162760188e-05,1.1656907318359125e-05,1.190282889990491e-05
246,WASP-98b,4.14582216122693e-05,4.2585374454303746e-05,4.375442946799778e-05,4.496217713933477e-05,4.62059013854108e-05,4.748328445058485e-05,4.87923330682752e-05,5.013132055119334e-05,5.1498740945961305e-05,5.289327242046143e-05,5.431374778530414e-05,5.575913057762778e-05,5.722849551841401e-05,5.8721012435834645e-05,6.023593295591372e-05,6.177257941812626e-05,6.333033559169985e-05,6.490863885837288e-05,6.650697359647889e-05,6.812486555467299e-05
247,WASP-85Ab,1.5235014386981053e-05,1.57064025410712e-05,1.6191813701589833e-05,1.6690342340837317e-05,1.7201215284967072e-05,1.7723766880186157e-05,1.825741960180355e-05,1.8801668763172714e-05,1.935607034663219e-05,1.992023123590406e-05,2.049380131316767e-05,2.1076467016793353e-05,2.166794605272355e-05,2.226798302408821e-05,2.2876345797019202e-05,2.3492822460773397e-05,2.411721877074144e-05,2.4749355986216277e-05,2.5389069032760337e-05,2.6036204932952084e-05
248,WASP-157b,2.659078127990662e-05,2.7373739377321843e-05,2.8182052161098807e-05,2.9013959330287326e-05,2.9867963571992145e-05,3.074278065383245e-05,3.163730054576907e-05,3.2550556830850274e-05,3.348170241403182e-05,3.442999006541195e-05,3.5394756709787455e-05,3.637541064520551e-05,3.737142107060871e-05,3.8382309448110636e-05,3.94076423336617e-05,4.044702539111581e-05,4.150009836626508e-05,4.25665308444049e-05,4.364601865117159e-05,4.4738280784431456e-05
249,HAT-P-6b,1.4580649775929454e-05,1.5063718467833841e-05,1.5559605369603084e-05,1.6067574341585346e-05,1.658699287693097e-05,1.7117313015094522e-05,1.7658056384120676e-05,1.820880236395154e-05,1.8769178634326348e-05,1.9338853562823195e-05,1.9917530026141045e-05,2.0504940357424953e-05,2.1100842185511577e-05,2.170501498606764e-05,2.231725720503835e-05,2.2937383845321475e-05,2.356522443079111e-05,2.4200621279584387e-05,2.4843428032316513e-05,2.5493508391585704e-05
250,WASP-153b,3.2753747493504414e-05,3.373227979643093e-05,3.474171844439692e-05,3.5779960687775876e-05,3.684521603544753e-05,3.793594718449776e-05,3.905082397370672e-05,4.0188687131236074e-05,4.13485194687614e-05,4.2529422794901003e-05,4.373059926319768e-05,4.4951336189062995e-05,4.6190993602930886e-05,4.744899397849188e-05,4.87248137026537e-05,5.00179759498523e-05,5.1328044696087604e-05,5.26546196636241e-05,5.399733203009431e-05,5.535584076892271e-05
251,HAT-P-31b,1.8720568059611262e-05,1.929520015966333e-05,1.9887160238722184e-05,2.0495315476790487e-05,2.111869925722377e-05,2.1756479921437257e-05,2.2407936381234057e-05,2.307243889474438e-05,2.3749433772930822e-05,2.443843110845372e-05,2.5138994850545015e-05,2.585073471699692e-05,2.657329955667856e-05,2.7306371866241456e-05,2.8049663231934008e-05,2.8802910518015297e-05,2.9565872661627082e-05,3.033832796331363e-05,3.1120071784990455e-05,3.191091458470672e-05
252,TOI-216.02,1.1361621229652137e-05,1.1633368316580736e-05,1.1917714954494516e-05,1.2213571654679837e-05,1.2520022306279908e-05,1.2836290083984176e-05,1.3161711099812265e-05,1.3495713828572732e-05,1.3837802887233163e-05,1.4187546132451238e-05,1.4544564311912608e-05,1.4908522699316794e-05,1.5279124283430092e-05,1.5656104184487247e-05,1.6039225047265247e-05,1.642827321689411e-05,1.6823055546200307e-05,1.7223396715820135e-05,1.7629136973157124e-05,1.804013021540701e-05
253,WASP-47b,2.0846457897228486e-05,2.1427203704949962e-05,2.202864594103012e-05,2.2649242922162677e-05,2.3287688088678313e-05,2.39428648876405e-05,2.4613811710033247e-05,2.5299694366066733e-05,2.5999784275244868e-05,2.6713441033735563e-05,2.744009836692294e-05,2.8179252723443104e-05,2.8930453947750835e-05,2.969329760115247e-05,3.046741859993118e-05,3.1252485913152093e-05,3.2048198118668446e-05,3.28542796584827e-05,3.367047766738279e-05,3.44965592741277e-05
254,HD63433b,1.7138822056141067e-06,1.7628247500064799e-06,1.8134382889831144e-06,1.8656020518808083e-06,1.9192135259690714e-06,1.9741849696886336e-06,2.030440700094378e-06,2.087914961362459e-06,2.1465502342425907e-06,2.2062958835732693e-06,2.2671070674700175e-06,2.3289438508727746e-06,2.3917704800306967e-06,2.455554784725306e-06,2.520267682631408e-06,2.585882765914128e-06,2.6523759544736545e-06,2.719725203539189e-06,2.787910255843959e-06,2.8569124305723856e-06
255,Kepler-435b,2.446019530880486e-05,2.5223180867375224e-05,2.6008553966027305e-05,2.6814887324634197e-05,2.764096145304162e-05,2.8485725741214323e-05,2.9348268064993357e-05,3.022779080887868e-05,3.112359177710166e-05,3.203504886614724e-05,3.296160765895794e-05,3.390277130854219e-05,3.485809223035936e-05,3.582716523482711e-05,3.680962181479934e-05,3.7805125365684266e-05,3.881336716356328e-05,3.98340629631479e-05,4.086695010554902e-05,4.1911785047672966e-05
256,WASP-56b,2.4957172214656586e-05,2.5656235700791248e-05,2.6379977944655763e-05,2.7126572493742554e-05,2.78944709275065e-05,2.8682349561737033e-05,2.9489068020331363e-05,3.0313636706719408e-05,3.11551910236835e-05,3.2012970763250944e-05,3.288630349562663e-05,3.377459107918266e-05,3.467729862677966e-05,3.55939454205162e-05,3.652409738348938e-05,3.7467360804462715e-05,3.842337707737967e-05,3.939181826800617e-05,4.037238335868564e-05,4.136479505213979e-05
257,WASP-42b,1.9079437149977653e-05,1.956148975976909e-05,2.0063886285308704e-05,2.058494864331974e-05,2.1123262245426615e-05,2.16776245959785e-05,2.224700549224516e-05,2.2830515891169993e-05,2.342738332320059e-05,2.4036932304148794e-05,2.4658568599941026e-05,2.5291766488650652e-05,2.5936058374152758e-05,2.6591026259610643e-05,2.7256294702927695e-05,2.7931524961431077e-05,2.8616410097255662e-05,2.931067086370414e-05,3.0014052230273957e-05,3.072632043292389e-05
258,GJ1214b,2.817516121242689e-05,2.800133378746201e-05,2.790755940575447e-05,2.7882311032583158e-05,2.7916256239281382e-05,2.8001765090964817e-05,2.813254314960923e-05,2.8303354375602434e-05,2.850980950255573e-05,2.8748202696435476e-05,2.9015384238197733e-05,2.9308660373987997e-05,2.9625713861175188e-05,2.9964540428969957e-05,3.032339758508797e-05,3.070076307944225e-05,3.1095300980332494e-05,3.150583379541797e-05,3.193131942577555e-05,3.2370832009437105e-05
259,TOI-150.01,1.4616677414359353e-05,1.5079494728843339e-05,1.5555552960718104e-05,1.6044028300593044e-05,1.65442159611598e-05,1.7055507974963795e-05,1.7577375837954777e-05,1.8109356807342507e-05,1.8651042985162977e-05,1.9202072546851203e-05,1.9762122637017432e-05,2.0330903572446496e-05,2.090815407851091e-05,2.149363734885391e-05,2.2087137765705088e-05,2.268845815395189e-05,2.329741746925326e-05,2.3913848841268484e-05,2.4537597909116358e-05,2.5168521398638298e-05
260,TOI-451c,8.894068127416855e-06,9.140359224537209e-06,9.395519315071049e-06,9.658883086261842e-06,9.92988689903728e-06,1.020804925648129e-05,1.0492955628523202e-05,1.0784246541929403e-05,1.1081608145196808e-05,1.1384764668714597e-05,1.1693472350321518e-05,1.20075145040929e-05,1.2326697488539092e-05,1.2650847387987768e-05,1.297980726368455e-05,1.3313434863187045e-05,1.3651600700854286e-05,1.3994186440695548e-05,1.434108352703016e-05,1.4692192019385838e-05
261,TOI-2076d,1.985918804020622e-06,2.03590113307857e-06,2.08800690665615e-06,2.1420603516201967e-06,2.1979133226216087e-06,2.2554399093492324e-06,2.3145322615851935e-06,2.3750973237897177e-06,2.437054256693252e-06,2.5003323832845068e-06,2.564869538998504e-06,2.630610736309227e-06,2.6975070759730816e-06,2.7655148533216002e-06,2.8345948199595357e-06,2.9047115701592237e-06,2.9758330279795004e-06,3.0479300162587615e-06,3.1209758925573876e-06,3.1949462401547293e-06
262,TOI-1266c,7.597113660868648e-06,7.649125072280997e-06,7.71564691971203e-06,7.794861303719273e-06,7.885275572493654e-06,7.985652954026296e-06,8.094960064807907e-06,8.212326729537696e-06,8.337014895566864e-06,8.468394345127693e-06,8.605923544019226e-06,8.749134410894465e-06,8.897620107482297e-06,9.051025177162911e-06,9.2090375242247e-06,9.371381847128995e-06,9.537814228762319e-06,9.708117653689358e-06,9.88209827298082e-06,1.0059582275633229e-05
263,Qatar-10b,5.508809806988512e-05,5.6796005339974756e-05,5.8554547273377294e-05,6.0360464412788924e-05,6.221097324897568e-05,6.410367696167608e-05,6.603649571657233e-05,6.800761169454964e-05,7.001542534037384e-05,7.205852024216823e-05,7.413563471306952e-05,7.624563862334235e-05,7.838751437969663e-05,8.056034120578005e-05,8.27632820695994e-05,8.49955727478707e-05,8.725651262678083e-05,8.954545692236453e-05,9.186181006826471e-05,9.420502006875267e-05
264,TOI-270d,6.903692871632636e-06,6.942929396892143e-06,6.995848477964556e-06,7.060709160421265e-06,7.136083874014626e-06,7.220791276548154e-06,7.31384550414925e-06,7.414417372983527e-06,7.521804398525721e-06,7.635407397305975e-06,7.754712056616507e-06,7.87927429201451e-06,8.008708520365953e-06,8.14267819705225e-06,8.280888126181867e-06,8.423078170080952e-06,8.569018071258642e-06,8.718503164970759e-06,8.871350809432187e-06,9.027397397895891e-06
265,WASP-72b,2.2741068363626163e-05,2.346057328429088e-05,2.4200689777352033e-05,2.496013379563063e-05,2.573780688368054e-05,2.6532761550691408e-05,2.7344174202071467e-05,2.8171323770968503e-05,2.901357469474404e-05,2.9870363236956857e-05,3.074118640954999e-05,3.162559293374159e-05,3.252317581254405e-05,3.3433566187148336e-05,3.4356428223514795e-05,3.529145483129138e-05,3.6238364059548764e-05,3.71968960462432e-05,3.816681042333916e-05,3.9147884098954185e-05
266,WASP-91b,2.2894966056503715e-05,2.3422574742756832e-05,2.3976243526042944e-05,2.455365351130797e-05,2.5152857842561884e-05,2.5772208182532983e-05,2.6410297959456546e-05,2.706591809970995e-05,2.7738022165289014e-05,2.8425698651094947e-05,2.9128148787100353e-05,2.984466861222065e-05,3.057463439169561e-05,3.131749067271284e-05,3.2072740437642433e-05,3.283993693698913e-05,3.361867687651471e-05,3.440859470303573e-05,3.520935778698696e-05,3.602066234112517e-05
267,Kepler-7b,3.676160631395404e-05,3.7863762261365586e-05,3.9000518666058784e-05,4.016953328867479e-05,4.1368811186391876e-05,4.259663906624196e-05,4.385153410378004e-05,4.513220364180203e-05,4.6437513162340504e-05,4.7766460613942567e-05,4.91181556673132e-05,5.04918028267278e-05,5.188668758314833e-05,5.330216498556669e-05,5.4737650149011445e-05,5.619261032426472e-05,5.766655823515657e-05,5.9159046451039454e-05,6.066966260960187e-05,6.219802534205151e-05
268,WASP-28b,2.8316433187819625e-05,2.9198116407748452e-05,3.0105749081549536e-05,3.103767209347859e-05,3.199246808450882e-05,3.296891616163212e-05,3.396595652245263e-05,3.498266255089058e-05,3.601821860366721e-05,3.707190217539007e-05,3.81430694644265e-05,3.9231143603407775e-05,4.033560499481302e-05,4.145598332247156e-05,4.259185090705381e-05,4.374281714676347e-05,4.49085238399682e-05,4.608864122897122e-05,4.728286463687966e-05,4.849091159494879e-05
